day_name,month_name,created_date,total_accounts,daily_posts,last_daily_posts,daily_post_change,daily_post_change_rate,cumulative_daily_posts,post_growth_rate,daily_engagements,last_daily_engagements,daily_engagement_change,daily_engagement_change_rate,cumulative_daily_engagements,engagement_growth_rate,source
Monday,June,2020-06-15,408,845,792.0,53.0,0.0669,142650,0.006,3380654,3545411.0,-164757.0,-0.0465,587352502,0.0058,ig
Tuesday,June,2020-06-16,410,841,845.0,-4.0,-0.0047,143491,0.0059,3308685,3380654.0,-71969.0,-0.0213,590661187,0.0056,ig
Wednesday,June,2020-06-17,404,826,841.0,-15.0,-0.0178,144317,0.0058,3516160,3308685.0,207475.0,0.0627,594177347,0.006,ig
Thursday,June,2020-06-18,407,852,826.0,26.0,0.0315,145169,0.0059,3539407,3516160.0,23247.0,0.0066,597716754,0.006,ig
Friday,June,2020-06-19,419,859,852.0,7.0,0.0082,146028,0.0059,4005150,3539407.0,465743.0,0.1316,601721904,0.0067,ig
Saturday,June,2020-06-20,409,828,859.0,-31.0,-0.0361,146856,0.0057,4094082,4005150.0,88932.0,0.0222,605815986,0.0068,ig
Sunday,June,2020-06-21,388,812,828.0,-16.0,-0.0193,147668,0.0055,4249018,4094082.0,154936.0,0.0378,610065004,0.007,ig
Monday,June,2020-06-22,399,790,812.0,-22.0,-0.0271,148458,0.0053,3764696,4249018.0,-484322.0,-0.114,613829700,0.0062,ig
Tuesday,June,2020-06-23,417,806,790.0,16.0,0.0203,149264,0.0054,3756327,3764696.0,-8369.0,-0.0022,617586027,0.0061,ig
Wednesday,June,2020-06-24,425,879,806.0,73.0,0.0906,150143,0.0059,3382802,3756327.0,-373525.0,-0.0994,620968829,0.0055,ig
Thursday,June,2020-06-25,416,860,879.0,-19.0,-0.0216,151003,0.0057,3646790,3382802.0,263988.0,0.078,624615619,0.0059,ig
Friday,June,2020-06-26,404,824,860.0,-36.0,-0.0419,151827,0.0055,4359303,3646790.0,712513.0,0.1954,628974922,0.007,ig
Saturday,June,2020-06-27,415,862,824.0,38.0,0.0461,152689,0.0057,3976800,4359303.0,-382503.0,-0.0877,632951722,0.0063,ig
Sunday,June,2020-06-28,377,793,862.0,-69.0,-0.08,153482,0.0052,3743731,3976800.0,-233069.0,-0.0586,636695453,0.0059,ig
Monday,June,2020-06-29,405,856,793.0,63.0,0.0794,154338,0.0056,3739893,3743731.0,-3838.0,-0.001,640435346,0.0059,ig
Tuesday,June,2020-06-30,411,852,856.0,-4.0,-0.0047,155190,0.0055,3736176,3739893.0,-3717.0,-0.001,644171522,0.0058,ig
Wednesday,July,2020-07-01,420,891,852.0,39.0,0.0458,156081,0.0057,3492191,3736176.0,-243985.0,-0.0653,647663713,0.0054,ig
Thursday,July,2020-07-02,421,868,891.0,-23.0,-0.0258,156949,0.0056,3652374,3492191.0,160183.0,0.0459,651316087,0.0056,ig
Friday,July,2020-07-03,400,862,868.0,-6.0,-0.0069,157811,0.0055,3369163,3652374.0,-283211.0,-0.0775,654685250,0.0052,ig
Saturday,July,2020-07-04,387,762,862.0,-100.0,-0.116,158573,0.0048,3719624,3369163.0,350461.0,0.104,658404874,0.0057,ig
Sunday,July,2020-07-05,387,776,762.0,14.0,0.0184,159349,0.0049,3911833,3719624.0,192209.0,0.0517,662316707,0.0059,ig
Monday,July,2020-07-06,381,777,776.0,1.0,0.0013,160126,0.0049,3054034,3911833.0,-857799.0,-0.2193,665370741,0.0046,ig
Tuesday,July,2020-07-07,385,802,777.0,25.0,0.0322,160928,0.005,3617858,3054034.0,563824.0,0.1846,668988599,0.0054,ig
Wednesday,July,2020-07-08,411,820,802.0,18.0,0.0224,161748,0.0051,3730632,3617858.0,112774.0,0.0312,672719231,0.0056,ig
Thursday,July,2020-07-09,409,859,820.0,39.0,0.0476,162607,0.0053,3598533,3730632.0,-132099.0,-0.0354,676317764,0.0053,ig
Friday,July,2020-07-10,389,804,859.0,-55.0,-0.064,163411,0.0049,3494144,3598533.0,-104389.0,-0.029,679811908,0.0052,ig
Saturday,July,2020-07-11,406,799,804.0,-5.0,-0.0062,164210,0.0049,3559206,3494144.0,65062.0,0.0186,683371114,0.0052,ig
Sunday,July,2020-07-12,380,775,799.0,-24.0,-0.03,164985,0.0047,4237329,3559206.0,678123.0,0.1905,687608443,0.0062,ig
Monday,July,2020-07-13,384,803,775.0,28.0,0.0361,165788,0.0049,4339399,4237329.0,102070.0,0.0241,691947842,0.0063,ig
Tuesday,July,2020-07-14,397,843,803.0,40.0,0.0498,166631,0.0051,3841798,4339399.0,-497601.0,-0.1147,695789640,0.0056,ig
Wednesday,July,2020-07-15,407,871,843.0,28.0,0.0332,167502,0.0052,3957400,3841798.0,115602.0,0.0301,699747040,0.0057,ig
Thursday,July,2020-07-16,409,893,871.0,22.0,0.0253,168395,0.0053,4367329,3957400.0,409929.0,0.1036,704114369,0.0062,ig
Friday,July,2020-07-17,423,880,893.0,-13.0,-0.0146,169275,0.0052,4172329,4367329.0,-195000.0,-0.0446,708286698,0.0059,ig
Saturday,July,2020-07-18,391,822,880.0,-58.0,-0.0659,170097,0.0049,3923878,4172329.0,-248451.0,-0.0595,712210576,0.0055,ig
Sunday,July,2020-07-19,416,850,822.0,28.0,0.0341,170947,0.005,4217462,3923878.0,293584.0,0.0748,716428038,0.0059,ig
Monday,July,2020-07-20,409,843,850.0,-7.0,-0.0082,171790,0.0049,4338176,4217462.0,120714.0,0.0286,720766214,0.0061,ig
Tuesday,July,2020-07-21,400,857,843.0,14.0,0.0166,172647,0.005,4202257,4338176.0,-135919.0,-0.0313,724968471,0.0058,ig
Wednesday,July,2020-07-22,405,821,857.0,-36.0,-0.042,173468,0.0048,4438610,4202257.0,236353.0,0.0562,729407081,0.0061,ig
Thursday,July,2020-07-23,432,840,821.0,19.0,0.0231,174308,0.0048,4031610,4438610.0,-407000.0,-0.0917,733438691,0.0055,ig
Friday,July,2020-07-24,417,828,840.0,-12.0,-0.0143,175136,0.0048,4349420,4031610.0,317810.0,0.0788,737788111,0.0059,ig
Saturday,July,2020-07-25,400,812,828.0,-16.0,-0.0193,175948,0.0046,5000235,4349420.0,650815.0,0.1496,742788346,0.0068,ig
Sunday,July,2020-07-26,384,780,812.0,-32.0,-0.0394,176728,0.0044,4077305,5000235.0,-922930.0,-0.1846,746865651,0.0055,ig
Monday,July,2020-07-27,394,818,780.0,38.0,0.0487,177546,0.0046,3823337,4077305.0,-253968.0,-0.0623,750688988,0.0051,ig
Tuesday,July,2020-07-28,393,784,818.0,-34.0,-0.0416,178330,0.0044,3899097,3823337.0,75760.0,0.0198,754588085,0.0052,ig
Wednesday,July,2020-07-29,429,893,784.0,109.0,0.139,179223,0.005,4124390,3899097.0,225293.0,0.0578,758712475,0.0055,ig
Thursday,July,2020-07-30,404,899,893.0,6.0,0.0067,180122,0.005,4170172,4124390.0,45782.0,0.0111,762882647,0.0055,ig
Friday,July,2020-07-31,417,877,899.0,-22.0,-0.0245,180999,0.0049,3899304,4170172.0,-270868.0,-0.065,766781951,0.0051,ig
Saturday,August,2020-08-01,395,815,877.0,-62.0,-0.0707,181814,0.0045,3873602,3899304.0,-25702.0,-0.0066,770655553,0.0051,ig
Sunday,August,2020-08-02,393,801,815.0,-14.0,-0.0172,182615,0.0044,4175450,3873602.0,301848.0,0.0779,774831003,0.0054,ig
Monday,August,2020-08-03,396,848,801.0,47.0,0.0587,183463,0.0046,3828186,4175450.0,-347264.0,-0.0832,778659189,0.0049,ig
Tuesday,August,2020-08-04,427,934,848.0,86.0,0.1014,184397,0.0051,4099445,3828186.0,271259.0,0.0709,782758634,0.0053,ig
Wednesday,August,2020-08-05,405,838,934.0,-96.0,-0.1028,185235,0.0045,3140262,4099445.0,-959183.0,-0.234,785898896,0.004,ig
Thursday,August,2020-08-06,400,837,838.0,-1.0,-0.0012,186072,0.0045,4195416,3140262.0,1055154.0,0.336,790094312,0.0053,ig
Friday,August,2020-08-07,410,839,837.0,2.0,0.0024,186911,0.0045,3868333,4195416.0,-327083.0,-0.078,793962645,0.0049,ig
Saturday,August,2020-08-08,398,842,839.0,3.0,0.0036,187753,0.0045,3591486,3868333.0,-276847.0,-0.0716,797554131,0.0045,ig
Sunday,August,2020-08-09,400,792,842.0,-50.0,-0.0594,188545,0.0042,3572898,3591486.0,-18588.0,-0.0052,801127029,0.0045,ig
Monday,August,2020-08-10,405,859,792.0,67.0,0.0846,189404,0.0046,3252776,3572898.0,-320122.0,-0.0896,804379805,0.0041,ig
Tuesday,August,2020-08-11,396,864,859.0,5.0,0.0058,190268,0.0046,3893886,3252776.0,641110.0,0.1971,808273691,0.0048,ig
Wednesday,August,2020-08-12,424,850,864.0,-14.0,-0.0162,191118,0.0045,3601408,3893886.0,-292478.0,-0.0751,811875099,0.0045,ig
Thursday,August,2020-08-13,397,836,850.0,-14.0,-0.0165,191954,0.0044,3707084,3601408.0,105676.0,0.0293,815582183,0.0046,ig
Friday,August,2020-08-14,397,818,836.0,-18.0,-0.0215,192772,0.0043,3904733,3707084.0,197649.0,0.0533,819486916,0.0048,ig
Saturday,August,2020-08-15,383,801,818.0,-17.0,-0.0208,193573,0.0042,3583561,3904733.0,-321172.0,-0.0823,823070477,0.0044,ig
Sunday,August,2020-08-16,364,768,801.0,-33.0,-0.0412,194341,0.004,3633092,3583561.0,49531.0,0.0138,826703569,0.0044,ig
Monday,August,2020-08-17,407,863,768.0,95.0,0.1237,195204,0.0044,3301639,3633092.0,-331453.0,-0.0912,830005208,0.004,ig
Tuesday,August,2020-08-18,394,805,863.0,-58.0,-0.0672,196009,0.0041,3497725,3301639.0,196086.0,0.0594,833502933,0.0042,ig
Wednesday,August,2020-08-19,431,867,805.0,62.0,0.077,196876,0.0044,3995854,3497725.0,498129.0,0.1424,837498787,0.0048,ig
Thursday,August,2020-08-20,413,811,867.0,-56.0,-0.0646,197687,0.0041,3320916,3995854.0,-674938.0,-0.1689,840819703,0.004,ig
Friday,August,2020-08-21,419,877,811.0,66.0,0.0814,198564,0.0044,4171372,3320916.0,850456.0,0.2561,844991075,0.005,ig
Saturday,August,2020-08-22,381,809,877.0,-68.0,-0.0775,199373,0.0041,3516437,4171372.0,-654935.0,-0.157,848507512,0.0042,ig
Sunday,August,2020-08-23,365,767,809.0,-42.0,-0.0519,200140,0.0038,3811266,3516437.0,294829.0,0.0838,852318778,0.0045,ig
Monday,August,2020-08-24,426,835,767.0,68.0,0.0887,200975,0.0042,3494443,3811266.0,-316823.0,-0.0831,855813221,0.0041,ig
Tuesday,August,2020-08-25,418,856,835.0,21.0,0.0251,201831,0.0043,3706303,3494443.0,211860.0,0.0606,859519524,0.0043,ig
Wednesday,August,2020-08-26,420,855,856.0,-1.0,-0.0012,202686,0.0042,4013610,3706303.0,307307.0,0.0829,863533134,0.0047,ig
Thursday,August,2020-08-27,417,810,855.0,-45.0,-0.0526,203496,0.004,3633809,4013610.0,-379801.0,-0.0946,867166943,0.0042,ig
Friday,August,2020-08-28,411,887,810.0,77.0,0.0951,204383,0.0044,3702553,3633809.0,68744.0,0.0189,870869496,0.0043,ig
Saturday,August,2020-08-29,388,780,887.0,-107.0,-0.1206,205163,0.0038,3215895,3702553.0,-486658.0,-0.1314,874085391,0.0037,ig
Sunday,August,2020-08-30,373,750,780.0,-30.0,-0.0385,205913,0.0037,4205549,3215895.0,989654.0,0.3077,878290940,0.0048,ig
Monday,August,2020-08-31,415,866,750.0,116.0,0.1547,206779,0.0042,3428666,4205549.0,-776883.0,-0.1847,881719606,0.0039,ig
Tuesday,September,2020-09-01,402,851,866.0,-15.0,-0.0173,207630,0.0041,3596968,3428666.0,168302.0,0.0491,885316574,0.0041,ig
Wednesday,September,2020-09-02,403,829,851.0,-22.0,-0.0259,208459,0.004,3683310,3596968.0,86342.0,0.024,888999884,0.0042,ig
Thursday,September,2020-09-03,417,838,829.0,9.0,0.0109,209297,0.004,3217947,3683310.0,-465363.0,-0.1263,892217831,0.0036,ig
Friday,September,2020-09-04,412,857,838.0,19.0,0.0227,210154,0.0041,3549497,3217947.0,331550.0,0.103,895767328,0.004,ig
Saturday,September,2020-09-05,402,816,857.0,-41.0,-0.0478,210970,0.0039,4336533,3549497.0,787036.0,0.2217,900103861,0.0048,ig
Sunday,September,2020-09-06,385,758,816.0,-58.0,-0.0711,211728,0.0036,3746743,4336533.0,-589790.0,-0.136,903850604,0.0042,ig
Monday,September,2020-09-07,373,763,758.0,5.0,0.0066,212491,0.0036,4305889,3746743.0,559146.0,0.1492,908156493,0.0048,ig
Tuesday,September,2020-09-08,417,890,763.0,127.0,0.1664,213381,0.0042,3622279,4305889.0,-683610.0,-0.1588,911778772,0.004,ig
Wednesday,September,2020-09-09,394,861,890.0,-29.0,-0.0326,214242,0.004,3632933,3622279.0,10654.0,0.0029,915411705,0.004,ig
Thursday,September,2020-09-10,413,826,861.0,-35.0,-0.0407,215068,0.0039,3513576,3632933.0,-119357.0,-0.0329,918925281,0.0038,ig
Friday,September,2020-09-11,400,805,826.0,-21.0,-0.0254,215873,0.0037,2957916,3513576.0,-555660.0,-0.1581,921883197,0.0032,ig
Saturday,September,2020-09-12,404,823,805.0,18.0,0.0224,216696,0.0038,4025386,2957916.0,1067470.0,0.3609,925908583,0.0044,ig
Sunday,September,2020-09-13,366,755,823.0,-68.0,-0.0826,217451,0.0035,3273117,4025386.0,-752269.0,-0.1869,929181700,0.0035,ig
Monday,September,2020-09-14,389,781,755.0,26.0,0.0344,218232,0.0036,3427813,3273117.0,154696.0,0.0473,932609513,0.0037,ig
Tuesday,September,2020-09-15,382,760,781.0,-21.0,-0.0269,218992,0.0035,3395786,3427813.0,-32027.0,-0.0093,936005299,0.0036,ig
Wednesday,September,2020-09-16,393,791,760.0,31.0,0.0408,219783,0.0036,3845003,3395786.0,449217.0,0.1323,939850302,0.0041,ig
Thursday,September,2020-09-17,419,843,791.0,52.0,0.0657,220626,0.0038,3455531,3845003.0,-389472.0,-0.1013,943305833,0.0037,ig
Friday,September,2020-09-18,403,897,843.0,54.0,0.0641,221523,0.0041,3524875,3455531.0,69344.0,0.0201,946830708,0.0037,ig
Saturday,September,2020-09-19,348,727,897.0,-170.0,-0.1895,222250,0.0033,3429351,3524875.0,-95524.0,-0.0271,950260059,0.0036,ig
Sunday,September,2020-09-20,358,711,727.0,-16.0,-0.022,222961,0.0032,3459298,3429351.0,29947.0,0.0087,953719357,0.0036,ig
Monday,September,2020-09-21,404,777,711.0,66.0,0.0928,223738,0.0035,3850332,3459298.0,391034.0,0.113,957569689,0.004,ig
Tuesday,September,2020-09-22,400,820,777.0,43.0,0.0553,224558,0.0037,3520082,3850332.0,-330250.0,-0.0858,961089771,0.0037,ig
Wednesday,September,2020-09-23,391,826,820.0,6.0,0.0073,225384,0.0037,4035336,3520082.0,515254.0,0.1464,965125107,0.0042,ig
Thursday,September,2020-09-24,425,885,826.0,59.0,0.0714,226269,0.0039,3743953,4035336.0,-291383.0,-0.0722,968869060,0.0039,ig
Friday,September,2020-09-25,396,849,885.0,-36.0,-0.0407,227118,0.0038,3363299,3743953.0,-380654.0,-0.1017,972232359,0.0035,ig
Saturday,September,2020-09-26,395,831,849.0,-18.0,-0.0212,227949,0.0037,3708464,3363299.0,345165.0,0.1026,975940823,0.0038,ig
Sunday,September,2020-09-27,386,790,831.0,-41.0,-0.0493,228739,0.0035,3856807,3708464.0,148343.0,0.04,979797630,0.004,ig
Monday,September,2020-09-28,385,750,790.0,-40.0,-0.0506,229489,0.0033,3052090,3856807.0,-804717.0,-0.2086,982849720,0.0031,ig
Tuesday,September,2020-09-29,396,799,750.0,49.0,0.0653,230288,0.0035,3451609,3052090.0,399519.0,0.1309,986301329,0.0035,ig
Wednesday,September,2020-09-30,391,822,799.0,23.0,0.0288,231110,0.0036,3654570,3451609.0,202961.0,0.0588,989955899,0.0037,ig
Thursday,October,2020-10-01,420,854,822.0,32.0,0.0389,231964,0.0037,3294784,3654570.0,-359786.0,-0.0984,993250683,0.0033,ig
Friday,October,2020-10-02,387,849,854.0,-5.0,-0.0059,232813,0.0037,3487951,3294784.0,193167.0,0.0586,996738634,0.0035,ig
Saturday,October,2020-10-03,373,759,849.0,-90.0,-0.106,233572,0.0033,3183531,3487951.0,-304420.0,-0.0873,999922165,0.0032,ig
Sunday,October,2020-10-04,370,710,759.0,-49.0,-0.0646,234282,0.003,3231820,3183531.0,48289.0,0.0152,1003153985,0.0032,ig
Monday,October,2020-10-05,399,843,710.0,133.0,0.1873,235125,0.0036,3606083,3231820.0,374263.0,0.1158,1006760068,0.0036,ig
Tuesday,October,2020-10-06,398,833,843.0,-10.0,-0.0119,235958,0.0035,3434578,3606083.0,-171505.0,-0.0476,1010194646,0.0034,ig
Wednesday,October,2020-10-07,399,835,833.0,2.0,0.0024,236793,0.0035,3097618,3434578.0,-336960.0,-0.0981,1013292264,0.0031,ig
Thursday,October,2020-10-08,406,844,835.0,9.0,0.0108,237637,0.0036,3770324,3097618.0,672706.0,0.2172,1017062588,0.0037,ig
Friday,October,2020-10-09,382,827,844.0,-17.0,-0.0201,238464,0.0035,3277286,3770324.0,-493038.0,-0.1308,1020339874,0.0032,ig
Saturday,October,2020-10-10,385,780,827.0,-47.0,-0.0568,239244,0.0033,2974222,3277286.0,-303064.0,-0.0925,1023314096,0.0029,ig
Sunday,October,2020-10-11,371,794,780.0,14.0,0.0179,240038,0.0033,3451222,2974222.0,477000.0,0.1604,1026765318,0.0034,ig
Monday,October,2020-10-12,379,754,794.0,-40.0,-0.0504,240792,0.0031,3237202,3451222.0,-214020.0,-0.062,1030002520,0.0032,ig
Tuesday,October,2020-10-13,370,753,754.0,-1.0,-0.0013,241545,0.0031,3826286,3237202.0,589084.0,0.182,1033828806,0.0037,ig
Wednesday,October,2020-10-14,369,800,753.0,47.0,0.0624,242345,0.0033,3951210,3826286.0,124924.0,0.0326,1037780016,0.0038,ig
Thursday,October,2020-10-15,370,770,800.0,-30.0,-0.0375,243115,0.0032,4034903,3951210.0,83693.0,0.0212,1041814919,0.0039,ig
Friday,October,2020-10-16,388,817,770.0,47.0,0.061,243932,0.0034,4770548,4034903.0,735645.0,0.1823,1046585467,0.0046,ig
Saturday,October,2020-10-17,291,603,817.0,-214.0,-0.2619,244535,0.0025,4392291,4770548.0,-378257.0,-0.0793,1050977758,0.0042,ig
Sunday,October,2020-10-18,291,616,603.0,13.0,0.0216,245151,0.0025,3367398,4392291.0,-1024893.0,-0.2333,1054345156,0.0032,ig
Monday,October,2020-10-19,363,755,616.0,139.0,0.2256,245906,0.0031,3514194,3367398.0,146796.0,0.0436,1057859350,0.0033,ig
Tuesday,October,2020-10-20,365,738,755.0,-17.0,-0.0225,246644,0.003,3179221,3514194.0,-334973.0,-0.0953,1061038571,0.003,ig
Wednesday,October,2020-10-21,364,754,738.0,16.0,0.0217,247398,0.0031,3057301,3179221.0,-121920.0,-0.0383,1064095872,0.0029,ig
Thursday,October,2020-10-22,401,819,754.0,65.0,0.0862,248217,0.0033,4206169,3057301.0,1148868.0,0.3758,1068302041,0.004,ig
Friday,October,2020-10-23,371,793,819.0,-26.0,-0.0317,249010,0.0032,2909413,4206169.0,-1296756.0,-0.3083,1071211454,0.0027,ig
Saturday,October,2020-10-24,377,772,793.0,-21.0,-0.0265,249782,0.0031,3193265,2909413.0,283852.0,0.0976,1074404719,0.003,ig
Sunday,October,2020-10-25,358,741,772.0,-31.0,-0.0402,250523,0.003,3269773,3193265.0,76508.0,0.024,1077674492,0.003,ig
Monday,October,2020-10-26,390,781,741.0,40.0,0.054,251304,0.0031,3220131,3269773.0,-49642.0,-0.0152,1080894623,0.003,ig
Tuesday,October,2020-10-27,419,840,781.0,59.0,0.0755,252144,0.0033,4115364,3220131.0,895233.0,0.278,1085009987,0.0038,ig
Wednesday,October,2020-10-28,401,807,840.0,-33.0,-0.0393,252951,0.0032,3499873,4115364.0,-615491.0,-0.1496,1088509860,0.0032,ig
Thursday,October,2020-10-29,401,809,807.0,2.0,0.0025,253760,0.0032,3132657,3499873.0,-367216.0,-0.1049,1091642517,0.0029,ig
Friday,October,2020-10-30,399,818,809.0,9.0,0.0111,254578,0.0032,3494094,3132657.0,361437.0,0.1154,1095136611,0.0032,ig
Saturday,October,2020-10-31,404,889,818.0,71.0,0.0868,255467,0.0035,3737009,3494094.0,242915.0,0.0695,1098873620,0.0034,ig
Sunday,November,2020-11-01,388,804,889.0,-85.0,-0.0956,256271,0.0031,2804525,3737009.0,-932484.0,-0.2495,1101678145,0.0026,ig
Monday,November,2020-11-02,392,821,804.0,17.0,0.0211,257092,0.0032,2903991,2804525.0,99466.0,0.0355,1104582136,0.0026,ig
Tuesday,November,2020-11-03,411,826,821.0,5.0,0.0061,257918,0.0032,2711858,2903991.0,-192133.0,-0.0662,1107293994,0.0025,ig
Wednesday,November,2020-11-04,389,881,826.0,55.0,0.0666,258799,0.0034,3420063,2711858.0,708205.0,0.2612,1110714057,0.0031,ig
Thursday,November,2020-11-05,422,1011,881.0,130.0,0.1476,259810,0.0039,3771239,3420063.0,351176.0,0.1027,1114485296,0.0034,ig
Friday,November,2020-11-06,410,885,1011.0,-126.0,-0.1246,260695,0.0034,4193939,3771239.0,422700.0,0.1121,1118679235,0.0038,ig
Saturday,November,2020-11-07,387,848,885.0,-37.0,-0.0418,261543,0.0033,4135910,4193939.0,-58029.0,-0.0138,1122815145,0.0037,ig
Sunday,November,2020-11-08,374,767,848.0,-81.0,-0.0955,262310,0.0029,3408895,4135910.0,-727015.0,-0.1758,1126224040,0.003,ig
Monday,November,2020-11-09,415,827,767.0,60.0,0.0782,263137,0.0032,3952491,3408895.0,543596.0,0.1595,1130176531,0.0035,ig
Tuesday,November,2020-11-10,426,879,827.0,52.0,0.0629,264016,0.0033,3204869,3952491.0,-747622.0,-0.1892,1133381400,0.0028,ig
Wednesday,November,2020-11-11,411,873,879.0,-6.0,-0.0068,264889,0.0033,3685494,3204869.0,480625.0,0.15,1137066894,0.0033,ig
Thursday,November,2020-11-12,403,859,873.0,-14.0,-0.016,265748,0.0032,3441780,3685494.0,-243714.0,-0.0661,1140508674,0.003,ig
Friday,November,2020-11-13,428,892,859.0,33.0,0.0384,266640,0.0034,4532330,3441780.0,1090550.0,0.3169,1145041004,0.004,ig
Saturday,November,2020-11-14,402,801,892.0,-91.0,-0.102,267441,0.003,3365774,4532330.0,-1166556.0,-0.2574,1148406778,0.0029,ig
Sunday,November,2020-11-15,413,779,801.0,-22.0,-0.0275,268220,0.0029,5003516,3365774.0,1637742.0,0.4866,1153410294,0.0044,ig
Monday,November,2020-11-16,414,824,779.0,45.0,0.0578,269044,0.0031,4809235,5003516.0,-194281.0,-0.0388,1158219529,0.0042,ig
Tuesday,November,2020-11-17,395,812,824.0,-12.0,-0.0146,269856,0.003,3486455,4809235.0,-1322780.0,-0.275,1161705984,0.003,ig
Wednesday,November,2020-11-18,385,766,812.0,-46.0,-0.0567,270622,0.0028,4396113,3486455.0,909658.0,0.2609,1166102097,0.0038,ig
Thursday,November,2020-11-19,417,842,766.0,76.0,0.0992,271464,0.0031,3603686,4396113.0,-792427.0,-0.1803,1169705783,0.0031,ig
Friday,November,2020-11-20,393,824,842.0,-18.0,-0.0214,272288,0.003,3850939,3603686.0,247253.0,0.0686,1173556722,0.0033,ig
Saturday,November,2020-11-21,381,772,824.0,-52.0,-0.0631,273060,0.0028,3215674,3850939.0,-635265.0,-0.165,1176772396,0.0027,ig
Sunday,November,2020-11-22,382,792,772.0,20.0,0.0259,273852,0.0029,3855115,3215674.0,639441.0,0.1989,1180627511,0.0033,ig
Monday,November,2020-11-23,404,842,792.0,50.0,0.0631,274694,0.0031,3597454,3855115.0,-257661.0,-0.0668,1184224965,0.003,ig
Tuesday,November,2020-11-24,401,825,842.0,-17.0,-0.0202,275519,0.003,3472558,3597454.0,-124896.0,-0.0347,1187697523,0.0029,ig
Wednesday,November,2020-11-25,403,832,825.0,7.0,0.0085,276351,0.003,3546203,3472558.0,73645.0,0.0212,1191243726,0.003,ig
Thursday,November,2020-11-26,414,901,832.0,69.0,0.0829,277252,0.0033,3390304,3546203.0,-155899.0,-0.044,1194634030,0.0028,ig
Friday,November,2020-11-27,423,887,901.0,-14.0,-0.0155,278139,0.0032,3788835,3390304.0,398531.0,0.1176,1198422865,0.0032,ig
Saturday,November,2020-11-28,376,812,887.0,-75.0,-0.0846,278951,0.0029,3733010,3788835.0,-55825.0,-0.0147,1202155875,0.0031,ig
Sunday,November,2020-11-29,376,743,812.0,-69.0,-0.085,279694,0.0027,3788729,3733010.0,55719.0,0.0149,1205944604,0.0032,ig
Monday,November,2020-11-30,383,741,743.0,-2.0,-0.0027,280435,0.0026,2986423,3788729.0,-802306.0,-0.2118,1208931027,0.0025,ig
Tuesday,December,2020-12-01,431,860,741.0,119.0,0.1606,281295,0.0031,3888187,2986423.0,901764.0,0.302,1212819214,0.0032,ig
Wednesday,December,2020-12-02,380,794,860.0,-66.0,-0.0767,282089,0.0028,2952625,3888187.0,-935562.0,-0.2406,1215771839,0.0024,ig
Thursday,December,2020-12-03,425,845,794.0,51.0,0.0642,282934,0.003,3703551,2952625.0,750926.0,0.2543,1219475390,0.003,ig
Friday,December,2020-12-04,407,810,845.0,-35.0,-0.0414,283744,0.0029,2959759,3703551.0,-743792.0,-0.2008,1222435149,0.0024,ig
Saturday,December,2020-12-05,403,829,810.0,19.0,0.0235,284573,0.0029,4162216,2959759.0,1202457.0,0.4063,1226597365,0.0034,ig
Sunday,December,2020-12-06,384,790,829.0,-39.0,-0.047,285363,0.0028,3905810,4162216.0,-256406.0,-0.0616,1230503175,0.0032,ig
Monday,December,2020-12-07,400,771,790.0,-19.0,-0.0241,286134,0.0027,2942712,3905810.0,-963098.0,-0.2466,1233445887,0.0024,ig
Tuesday,December,2020-12-08,396,771,771.0,0.0,0.0,286905,0.0027,3599339,2942712.0,656627.0,0.2231,1237045226,0.0029,ig
Wednesday,December,2020-12-09,416,874,771.0,103.0,0.1336,287779,0.003,3115842,3599339.0,-483497.0,-0.1343,1240161068,0.0025,ig
Thursday,December,2020-12-10,425,835,874.0,-39.0,-0.0446,288614,0.0029,3662103,3115842.0,546261.0,0.1753,1243823171,0.003,ig
Friday,December,2020-12-11,396,867,835.0,32.0,0.0383,289481,0.003,3871931,3662103.0,209828.0,0.0573,1247695102,0.0031,ig
